comment_id,video_id,keyword,category,text,sentiment
UgztqtOMWCJvwyOsza14AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Orang Indonesia dari dulu senang nyari kutu .
Sedangkan negara lain mencari dan meneliti uranium",netral
UgwGv3ZM_qFGZ6os7jF4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Semua punya Pendapatnya Masing-masing,, keputusan Hanya DiHAKIM,, mau berdebat dg ahli apapun tetap yg berwenang adalah HAKIM",netral
UgwwLxSD-J1G4xMJ_bV4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"sdh ckp lh km pusing liatin apokat,yg mengyrusin ijasah mantan presiden,sdh perapor cabut atas laporan,yg terdakwa minta maaf saja lh.manusia manusia kyk haus.",netral
UgyQC8Esp7uymP4ce354AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,pembawa acara hrsnya memandu jangan bependapat dan mempertegas lawyer p jkw,netral
UgwfXunpVDCMgQcCiPV4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"setelah pensiun roy suryo dan tifa, perjuangan konyol akan di lanjut oleh profesor doktor deny indrayana",netral
Ugydpee0uYvMibPp6RF4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Parah si Alkatiri ini
Ngeyel TPI tabisa menatahkn",negatif
Ugz2KLhwsrhA4Bkhxyp4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Terbukti dimata seluruh pemirsah dalam dan luar negeri bahwa hakim pengadilan adalah Jkw,netral
UgyTXiXk2zPPsR_ItWN4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Dlu ditunt pihak tifa& Roy prafit...sekarang termul takut...,netral
UgxZpJHIwG3pFRL-wAp4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Alkatiri suruh belajar hukum lagi agar tau hukum yg benar,netral
UgxVqrxqbwpBeSpGapN4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Ini alkatari tambah masalah malah menguliain mahkamah agung kacau dah..😂🤣🤣🤣👊👊👊👊,netral
UgzfRcym1t_WHPzwbX94AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Roy Suryo sudah ga waras,netral
UgzY7ujNgCHrvgGuZrB4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Tifu di prank sama hakim😂😂😂😂😂,netral
Ugy4LyZFtgal2MJc6cN4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,kenapa selalu pake masker.,netral
UgyWOaH8RoEvri5ZBhp4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Host di setiap debat ijazah jokowi wajib riset dululah.. 😂😂,netral
Ugx3bgq5zJD3uirLQcZ4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,SEMA no 3 harus di uji ke MK karena janggal dan berlaku surut ? Kenapa sema terbit langsung di berlakukan tdk ada tenggang waktu nya apa ? Apa ada duit nya ?,netral
UgwEcbKO7lcQSW8cREt4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Mbah katiri iwak bethok tiban pakel,netral
UgzAa0pCgn-_XCV4iwp4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Belum sidang pokok perkara minta menang...hahahahhaa...lu sidang pokok perkara lah klo mampu mebuktikan tidak bersalah ya pasti bebas,netral
Ugx84X4Tdutdv79UUip4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Ini pengacara bunga , tolong buka maskernya biar jelas mukanya.pengacara koq takut perlihatkan wajah.apa takut malu nanti kalah sidang,?.",netral
UgxbKAsGTZUjgz24gW94AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Masuk kotak besi,",netral
UgwXRLYR-UHDQnqIJLh4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Pemain Baru Kenapa Pakai Masker ..😂😂?,netral
UgwOgRiP86IY1PBnRVt4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Pembelaaan mobat mabit.. 😂😂,netral
Ugy0kg7I3iIIUZ03eRV4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Si alkatiri penasehat hukum si tifa itu ga propesional,dia kan penasehat hukum tapi kok kaga kasi nasehat sama claine/terdakwa tifa parah banget sehingga tifa merasa bukan terdakwa lagi,,najis ih...",negatif
UgwE07MHu_A7TLt4P-Z4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"perhatikan masak MA merubah UU,. jangan2 MA sdh dibayar sama Geng SOLO,,. yang rakus kekuasaan.../ Rakyat harus memperhatikan dan selalu waspada,..?",netral
Ugx6-yPdUvDOFCWohvV4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Hakim engadilan bersama jaksa disetir oleh Jkw untuk merekayasa hukum seperti merekayasa hukum menjadikan Gibran anak Jkw menjadi Wapres. Munafik,netral
UgzKZNMBySei0QmfKKZ4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Biasanya kalau sudah jadi Terdakwa, akhirnya di Bui ya, apakah nanti si Tifa spritualitil pake Rompi orange terus di Bui , ya biasanya di Bui , nanti si Roy Panci menyusul, terus di disambung, oleh 3 tersangka, si Rizal F,si Rustam E, si Kurnia, itu biasanya ya hahahaha",netral
UgzloWyOBprc0Uact9R4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Alkatiri ini sudah linglong masa jaksa dipaksa untuk banding sedang di kuhap memberikan dua pilihan banding atau memperbaiki dakwaan nya yang belum sempurna berdasarkan putusan sela ,wajar saja jaksa pilih memperbaiki orang waras pasti tau apa yang akan dilakukan 😀",netral
UgweIM_1ebAd478oLVB4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Roy Suryo sudah stres udah pantas di penjara,netral
UgyaJyWbWBoBXzYajxl4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Ya ..kalau asli udah saya tunjukin dari dulu...itu kata hati Jokowi..,netral
UgyBVrsVmK8Imo_eo-14AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Ko pakke topeng bu,netral
UgxFcpvQmgVm3P4KXr54AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,giginya alkatiri mau lepas,netral
UgxtiRxlRyZ2Vufn_-l4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Si Alkatiri sok"" an paling ahli hukum.intinya si tifa terjerat hukum.tinggal tunggu sidang pokok perkara biar jelas hukum di negara ini!!!!!!!!!!!!!!!!.",netral
UgzJNMz9rY5-gJbc0Y14AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Tifa tetaf terjerat hukum bila perlu hukum mati,netral
Ugxfi9gIeTjqY6RWe_t4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"🔻 Mustahil Roy Suryo dan Tifa  akan bisa membuktikan tuduhan dan penelitian ilmiahnya. 
Yang ada dari dulu adalah Roy Tifa adalah kelompok pembenci Jokowi,, kelompok sakit hati,, mengumbar Syahwat untuk menyebar kebencian dan fitnah berkedok peneliti. 

Mana mungkin dia bisa membuktikan tuduhan :
- Ijasah Jokowi disebut  palsu karena milik Alm. Hari Mulyono, sedangkan Keluarga alm. Hari Mulyono telah menunjukan ijasah almarhum ada di rumahnya. 

-Foto di ijasah Jokowi disebut adalah Dumatno. 
Mana mungkin kalo ijasah Hari Mulyono di tempel pake foto Dumatno. Dan Dumatno juga akan bersaksi di pengadilan. 

- Mana mungkin kalo ijasah Jokowi adalah milik Hari Mulyono, ngapain di tempel foto Dumatno, dan ngapain juga di cetak di pasar Pramuka. 
Masa ijasah milik Hari Mulyono sudah asli di palsukan lagi di pasar Pramuka... 

-Mana mungkin bisa membuktikan, menyebut Jokowi tidak pernah kuliah di UGM,, tapi menyebut juga Jokowi hanya Lulus sarjana Muda di UGM. 
Semua Tuduhanya nggak masuk Akal sama sekali.... 

Itulah kenapa Roy Tifa ketakutan ke sidang pembuktian... Dan berusaha keras untuk menghindar dengan Prapid berjilid jilid dan disampaikan dengan tertawa tawa dengan sengaja melecehkan dan mempermainkan pengadilan.",netral
UgyivzVCGncYGYelL9R4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Pengacara kok plintat plintut berbohong kayak gak punya dosa aja rakyat jengah ngeliat org spt ini usir aja org tu,netral
Ugx8EkwkFubRfuDcyWh4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Bicara di TV kok pake masker aneh orang ini,netral
Ugx7xor3aQH3EU0lMPZ4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Yg bernarasi membingungkan mungkin lebih baik priksa air kencing.,netral
UgxyHuA39735VRliA0h4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Roysoryo tifa sudah dua tahun bicara ijajah Jokowi sejuta persen ijajah Jokowi palsu lalu apalagi nunda2 bodoh banget benar tapi Nunda.,netral
UgxTVzTfi1Lt-7gQdeJ4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"ada yg agak lain di perdebatan ini. coba ya kalian perhatikan. rifai kalem cenderung diem atau santai saat berdebat/diskusi soal ijazah. tapi pada saat ini perdebatan soal undang"" hukum dll.. dia terlihat lebih ngotot. menarik ini",netral
UgzG36mPm160gP0xf254AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Si panjul ini emang bodoh. Roy mengikuti undang2. Dia blm masuk persidangan perkara. Sementara Jaksa harus mengikuti putusan hakim yg sdh ada. Bukan ngakali undang2.,netral
UgzVXvSVVHB1Z8EBO-94AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Ketika rakyat sdh berprofesi sebagai penjilat utk mengisi periok nasi, maka negara berpotensi menggunakan politik belah bambu dan juga sangat berpotensi utk dirampok oleh asing kekayaan negara dgn cara berkolaborasi dgn penguasa.",netral
UgxoPAELLh69en52hjN4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Royyy royy.... hidupmu penuhh kedengkian   dah begitu sok sok ann bawa bawa ayat suciii  ..,netral
Ugx4M7Dnr3ME850RoZh4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Jokowi ke PD an sudh berapa kali diPersidangan gak pernah hadir..,netral
UgwiZ65x0gDZl4_PFld4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Pengacara tifa gak nyambung sama hukum🤣🤣🤣🤣👎👎👎👎,netral
UgyllaLr1lkuSR4NDqB4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Prapid tifa di tolak modarrrr,netral
UgyqgXwEFJK1eMlz8Ad4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Alkatiri ini gak paham hukum tapi sok pinter dobol dobol,netral
UgwQ44l5RX7bQ_qYemp4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Yaa ALLAH..., Yaa Robbi..., Yaa Rohmaan..., Yaa Rohiim..., KALAU memang benar JOKO WIDODO berijazah PALSU, melakukan dusta, tidak amanah, tidak adil, khianat, KKN (Korupsi, Kolusi, Nepotisme), merampok uang rakyat, kriminalisasi, penipuan, manipulasi, abuse of power serta dzalim, maka JOKO WIDODO dan PARA PEMBELANYA yaitu Aparat Penegak Hukum/Relawan/Buzzer, akan SEGERA mendapatkan LAKNAT dari ALLAH dan DISIKSA di dunia & akhirat...Aamiin YRA...🤲🙏",negatif
UgwfKP5NkUD9hMqp_mF4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Palsuuuu jiji,netral
UgxMC-stH3OFrUWGy0F4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Bang Riva,i KLO ngomong 
By low 
By Data 
By logik/fakta itu lawyer yg bener.
KLO ALKATIRI ngomong cuma asumsi",netral
UgzKTNrctmkabfl4wfd4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Roy matamu berapa,",netral
Ugxruz0s8l1kevyrjpx4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,Alkatiri sengaja untuk membuat hukum abu abu alkatrok,netral
UgzcGvVso4WdxegBOix4AaABAg,tiqKhPNDOwM,putusan Mahkamah Agung,institusional,"Untuk apa ber Belit Belit ijajah Jokowi pasti palsu percuma peraperadilan bodoh sekali buang waktu,,langsung aja sidang pasti menang,,jadi roysoryo nampak bodoh.",netral
UgzLqhPmXDwtVPLwrRp4AaABAg,8tDYskVLBo4,putusan Mahkamah Agung,institusional,😂😂😂...rusak negara ini gegara vonis hakim gemblunk...😂😂😂...hakim terindikasi suap karena cuma vonis segitu...,negatif
UgziTjREk_Fp_VFvBJh4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Cuma hukum di indonesia yang masih kompromi dengan pelaku kejahatan..😂😂😂,netral
Ugx0hrsLnYSqYdRV6ol4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"BIARIN SAJA SESUKA-SUKA MEREKA ,DI DUNIA INI HANYA SEMENTARA ,HANYA RABB YANG MAHA ADIL AL HAKIM .",netral
Ugxus0yzMQQ-m1H8EMB4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Negera mau memperbarui hukum knp org2 pintar tak punya otak,maunya hukum kita mau dikemanain😢",netral
Ugz7UMW1Yh6NgjLfNiB4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,SEMA MENGALAHKAN UU ... HUKUM PALING LUCU ...,netral
Ugy3tEXJvRff-oJND014AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Masih kah anggap Indonesia baik baik saja,netral
UgxVMWlJ2T5bKdqSPk14AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Periksa yang mengekuarkan sema itu, duit Singapore sudah masuk ke kantongnya. 
Aneh UU di bantah oleh surat edaran. 
Grebek rumah dan rekening keluarga nya. Pasti ketahuan siapa di balik ini.",netral
UgxUIW4XngPcYvcQZoh4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Tuh lihat..cara david memelintir dan megalihkan substansi,netral
UgyWJNJ0IGYUgMCEYYl4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Hukum yg membuat manusia yg melaksanakan juga manusia busa dirubah diatur lagi hukum kekal adalah hukum yg ada di alkuran,netral
UgzzqwXwaxRvTLfFsQp4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Kalau Bicara HAM , kedua belah pihak yg bersengketa juga sama punya kepentingan yg sama. yg penting adil , cepat, efektif dan efisien.👍",netral
UgyfvytolH0qp0R_b7B4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Stop aturan baru (MA) praperadilan, rakyat Stop bayar PAJAK !!",netral
UgxSJ28v41ijKTBFKp14AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Uang bisa ngatur segalanya..krn manusia sangat butuhkan uang,netral
UgzNvpuJsaNjwsjLnfp4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Sudah sangat jelas dari awal  proses memperkarakan kasus ini memang rencana meng kriminalisasi kan..,netral
UgxjgU9Hr1TecxbHYoB4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Seharus orang2 yg pinter hukum ini harus diperbaiki klu salah ya perbaiki bukan berdebat untuk menyalahkan seseorang hukum nya yg harus diperbaiki,netral
Ugz7jKaQGrh47DvZK-54AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Saya lebih percaya hukum Tuhan karena hukum manusia bisa dibeli, dan APH banyak yg tidak takut pada Tuhan lebih takut sama Penguasa",netral
Ugz4I4hzp4ANdhc3W0B4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Katanya demi rakyat demi kebenaran,, kok prapid2 aja berarti tdk bisa membuktian dong...",netral
UgxRhBAJyx9BBzo5uiR4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Marilah seluruh rakyat untuk berdoa agar Allah segera menunjukkan kebenaran .,netral
UgxNAboyxPYsW_yR4EZ4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Dibuat² bagaimana caranya, sebgaimana keputusan MK ttng umur wapres...? Mayoritas rakyat NKRI dr sabang sampai merauke sdh cerdas tahu n paham...apapun alasannya mayoritas rakyat NKRI paham betul ...✍️",netral
Ugz-sIwNevKKY0aQRcx4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Kegaduhan ini memang harus secepat nya selesai.saya dukung khosinudin yg mana tifa dan Roy wajib brani membuktikan penelitian nya disidang perkara.bukan lari dari realita.berlindung diketiak para mantan jendral,netral
Ugyl0ktV7pJzGmb2RKF4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Saya berharap semoga pk Mahfud MD bisa menjadi RI 1 agar hukum di Indonesia menjadi on the track di Negara ini. 👌,netral
UgyCuWt-S5nzZSkONMp4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Sehat selalu bu tifa,netral
Ugzj2GNJIqFzRGN515d4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Surat Edaran Mahkamah Agung tujuannya membatalkan niat tersangka menyalahgunakan praperadilan yang berulang-ulang dan mengulur-ulur waktu sidang pokok perkara, dalam hal ini rakyat waras sangat apresiasi Surat Edaran MA",positif
Ugy3BZ0s9sKlNH1PPdN4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Davit panjung ini ahli hukum....?setahu sy dia itu blantik kebo atau termul yg asal berani ngecap.....!,netral
Ugyh5w5jZteZvqRQUP14AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Mbuh kono bobrok nya hukum di negeri ini,netral
UgwosvpRQoP3vmAoKQZ4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Dr tifa dan mas Roy sebetunnya sangat santun dgn mengambil praperadilan ...tidak tertuju dgn problem ijazah. Hanya pasal yg dikenakan tidak sesuai dengan dakwaan...yg amburadul itu, bagai mana kalau menimpa rakyat yg mencari keadilan ..ini pembelajaran hukum",netral
UgwNEsTlITrMvKznQMB4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Sema  sudah tepat, akurat dan mantap,,,  ga perlu musyawarah Krn akan mkn waktu lagi",positif
UgwooPPmCOTKkSkU6dV4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Semakin menguat keyakinan bahwa keluarx SEMA adalah pesanan geng SOLO...,netral
UgwyKRi25gRBhCOVbj54AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Semua melindungi kebohongan,netral
UgxxxjocBZQG40enO_x4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Bicara mengomentari suatu hasil lebih mudah dari pada membuat memperkarsai hasil. Kenapa para tokoh hukum negeri ini begitu mudah menilai kenapa diam pada saat pembuatan dan sebelum diundangkan. Inilah yg membuat sesuatu hasil yg seterusnya akan menjadi perdebatan. Sekali lagi ngomong bicara menilai lebih mudah.,positif
UgxmbWxNxZxFm_nh0LB4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Hukum konoha...  hukum bisa di pesan.. lucu..  percuma ada UU yang baru, nggak guna. !!",netral
UgyW9mOWLroIY2FPW9t4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Negara ini RUSAK,...ad Kesan HUKUM d Jadikan Alat OKNUM Penguasa Untuk membungkam",negatif
UgyBLXA0WT53Ujqs3CF4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Kebanyakan melawan lewat narasi tetapi takut masuk ke sidang perkara. Kalau kata orang hanya omon-omon,netral
UgwuqFdUItUkN6Zbvh14AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Adil itu untuk korban bukan untuk yang membuat orang jadi korban.,netral
UgyqZ7jinGpy3pGpn5l4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"ingatlh para Hakim, jaksa, pengacara, polisi dan smua petugas hukum lainnya akan dimintai pertanggungjawabannya di akherat kelak, siksa neraka bagi mereka yg tidak jujur, benar, dan adil. maka tegaknlh, hukum dg bnar dan seadil adilnya.",netral
UgwC3TdUBPpw34wTsF14AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Dari diskusi ini,saya simpulkan bahawa tifu sangat takut ketika mau masuk pokok perkara.😂😂😂",netral
UgzeM792m5E2cUHRq154AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Giliran ada seorang rakyat melawan ke kuasaan aturan mudah d bikin giliran rakyat pengen ada aturan hukum perampasan aset  buat para koropsi susah nyh minta ampun,netral
UgzP02zvyOwU61NVV2h4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Nah debat tuh kaya gini,saling menghormati,bukan kaya si panci mulutnya menghina orang memfitnah orang",netral
UgzlQAsfAPLhn2oaF8x4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Kalau hukum yg berkeadilan sudah di jungkir balikan tanpa rasa malu maka tunggu saja kepala patung Dewi keadilan akan segera di pisahkan oleh rakyat dari tubuh nya.,netral
UgwAtvU_yhUuWKHWBn94AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"SEMA itu sifatnya menjelaskan, bisa pasal dan bisa interpretasi yang simpang siur. Jadi yang membatalkan prapid itu bukan SEMA tapi ya pasal pada UU itu sendiri yang telah menjadi lebih jelas maknanya.",netral
UgyGQbJ33SnXaJrm1_p4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,inilah kalok yang di adili masih berkuasa hukum jadi berantakan.....😂,netral
Ugw9iJoDa8eDWn4nnFt4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Sebaiknya praped jgn dicicil utk meluruskan putusan karena akan membutuhkan waktu yg lama,lebih baik disatukan subyek subyek yg berbeda dan disidang dalam waktu yg bersamaan agar diperoleh sidang yg cepat,sederhana dan berbiaya murah,setelah itu masuk ke pokok perkara dan diperoleh vonis yg definitif dan kepastian hukum.",netral
UgyMGuNJ8q-SjtdKAKV4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Pada akhirnya Sidang Pokok PerkaraLah yang menentukan... 2 kubu punyak hak yg sama... Dan paLu Hakim yg memutuskan perkara ini .,netral
UgzowIUhxFUG2fstQY94AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Hakim Surarai sudah Pensiun baru bisa ngomong 😮,netral
Ugwm_0bChnTh3iMjt8p4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Semoga termul cepat binasa🤲🏼,netral
UgzcRL9L3z4w9sVi9aN4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Selama saya ikut permasalahan ijazah ini , yg saya tangkap bukan pembuktian ijazah tapi lebih ke pencemaran nama baik dan fitnah",netral
UgxBvwvuNGxTHmY79z54AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Masuk aakal,netral
Ugx3_j4Bt_oZJnX64wN4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Perhatian2 sesama ijazah palsu harus saling menutupi. Juga sesama korupsi  hrs saling melindungi  biarkan rkyt ngomong apa saja jgn d dengar. Gmpang ancam saja dengan  hukum seberat2nya biar diam .Alloohu Akbar,negatif
UgyHvCw32YrPWnBZv7R4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Hukum dagelan adalah hukum karena pesanan,netral
UgyY7qK7uCyO_apHfgh4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Dengan adanya sema ini agar proses sidang pembuktian ijazah bisa di percepat roy panci berencana mau ajukan praperadilan sampai ke 10 sampai kapan sidang pokok perkara di mulai jadi dengan ada sema ini roy panci tidak bisa lagi ajukan praperadilan..,netral
UgwfS1Gg-y4bcqXtcBJ4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Stop klw bisa di hilangkan prafit.. Jadi untungin para penjahat.. Yg mempermainkan hukum..,netral
UgzWhqzBLcrUApy-NLd4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Itu pendapat prof bukan pencerahan tp bersebelahan😅,netral
Ugy2O5PDg_rgvpq-sqJ4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,"Panci terjebak mimpi yg berkepanjangan,  sehingga tak mampu menghadapi kenyataan...",netral
UgxivqPxRnQnbyjfCQZ4AaABAg,7ACZQcnIiPg,putusan Mahkamah Agung,institusional,Rakyat dukung Sema,netral
